,title,price,size,avg_rating,taste,score,description,brand,country,state,spirit_type,spirit_style,reviews
737,Glenfiddich 15 Yr,52.99,750ml,4.1, Rich . Sherry . Spice . Long ,91," Speyside, Scotland-Richly layered whisky is matured in 3 types of oak cask: sherry, bourbon and new oak, before being married in a handcrafted Solera vat. Complex aroma with sweet honey and vanilla fudge combined with rich dark fruits. Smooth, with layers of sherry, cinnamon and ginger. ",Glenfiddich,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    Too expensive for entry level, not much going on.   ', 'review_cont': ' I had few years ago a bottle of 21 solera, it was my first scotch, I didn’t know anything about scotches and how to drink it, I was just impressed how smooth it was without burning. Now, over years my palate changed, I explored, peated, floreal, sweet, smokey ones and I have to say: this scotch has nothing special. It is smooth? Yes it is, but nothing going on, this is exactly  what someone who doesn’t know about scotch whould expect. At the nose first 2 minutes only strong green apples and some vanilla in the background, after 3-4 more minutes, nose changes in matured sweet pear, but nothing else. The taste follows the nose, with a little more “creamy” character. Not overly sweet, but not overly nothing. Finish is short. To me at light lower prices there are much better blends very more complex than this, like Jw gold or the green. The 40% abv brings this scotch in a range of “smooth” spirits, but price wise, it is really not worth. This is for a novice, and even there a cheaper bottle of Chivas Regal 12 would reach even better results. ', 'review_scor': '3'}}"
738,Glenfiddich 18 Yr,89.99,750ml,4.4, Intense . Apple . Smoke . Long ,90," Speyside, Scotland- An exceptionally smooth Single Malt Scotch combining a touch of sweetness from Spanish Sherry wood, with the oakiness drawn from traditional American casks. Remarkably rich aroma delivers luxurious apple and spice notes on the mellow, smoky palate. ",Glenfiddich,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    Very smooth single malt   ', 'review_cont': ' In the last few years I buy many single malt as well as blended (blue label).\nCompared with hi end blended scotch, I select this one any time! ', 'review_scor': '4'}}"
739,Glenfiddich 1963 Replica Release,89.99,750ml,-1, ,-1," Speyside, Scotland - Glenfiddich's Malt Master, Brian Kinsman, has faithfully replicated a true taste of history. This exclusive whisky is light and fruity with hints of sherry spice from the European oak sherry butts that were predominantly used in the 1960s. Sip neat and enjoy! ",Glenfiddich,Scotland,NA,Scotch,Single Malt,No Reviews
740,Glenfiddich 1973 Reserve,5899.99,750ml,-1, Rich . Spice . Nut . Long ,-1," Speyside, Scotland- The first vintage reserve to have matured in Spanish sherry casks for 44 years. The nose has rich oak notes, a subtle nuttiness and sherried sweetness that leads to a stunning sweet and spicy sensation upon taste and a warm and lingering finish. ",Glenfiddich,Scotland,Speyside,Scotch,Single Malt,No Reviews
741,Glenfiddich 1978 Vintage Cask,3999.99,750ml,-1, Rich . Fruit . Vanilla . Oak . Long ,-1," Speyside, Scotland - The nose is balanced with our hallmark pear and fruity notes. The taste is velvety smooth. Rich vanilla oak notes are punctuated by vibrant fruitiness. The finish is long and rich, our signature fruity character lingers on the palate. ",Glenfiddich,Scotland,Speyside,Scotch,Single Malt,No Reviews
742,Glenfiddich 21 Yr,179.99,750ml,5.0, Intense . Toffee . Spice . Long ,93," Speyside, Scotland- Intense and sweet, floral hints of banana, figs and rich toffee. Complex, Initially soft, then brisk and vibrant, peppery, a touch of smoke, vanilla, ginger, lime, spices and new leather. Finish is very long, warming and spicy. ",Glenfiddich,Scotland,Speyside,Scotch,Single Malt,
743,Glenfiddich 26 Yr,449.99,750ml,-1, Intense . Vanilla . Oak . Spice . Complex ,-1," Speyside, Scotland - A rare and aged single malt Scotch whisky that has spent 26 long years carefully maturing in American Oak ex-bourbon casks. This expression was created to honor Glenfiddich's line of continuous family ownership since William Grant founded our distillery in 1887. ",Glenfiddich,Scotland,NA,Scotch,Single Malt,No Reviews
744,Glenfiddich 30 yr,749.99,750ml,5.0, Rich . Sherry . Honey . Long ,-1," Speyside,Scotland- Matured for over 30 years in the finest sherry and bourbon casks, this rare whisky reveals an complexity of fragrance and flavor. Subtle notes of sherry and fig are balanced by rich dark chocolate tones. Finish is exceedingly long, smooth, honeyed and warm. ",Glenfiddich,Scotland,Speyside,Scotch,Single Malt,
745,Glenfiddich 40 Yr,3799.99,750ml,-1, Rich . Oak . Leather . Toffee . Complex ,-1," Speyside, Scotland - An exquisite single malt created from hand selected casks married with remnants of previous 40 year vattings. Mahogany in color with complex aromas of oak, leather, dried fruits, and toffee. Full bodied with notes of black cherry, nuts, tobacco, and mellow smoke. ",Glenfiddich,Scotland,Speyside,Scotch,Single Malt,No Reviews
746,Glenfiddich 50 Yr,38999.99,750ml,-1, Intense . Orange . Toffee . Oak . Long ,-1," Speyside, Scotland - To the nose, a beautifully harmonious with an uplifting, vibrant and complex aroma. On the palate, initially very sweet with a zesty orange marmalade and vanilla toffee. The finish is exceptionally long with a touch of dry oak and the merest trace of peat. ",Glenfiddich,Scotland,NA,Scotch,Single Malt,No Reviews
747,Glenfiddich Age of Discovery19 Yr Bourbon Cask Reserve,179.99,750ml,-1, ,-1," Speyside, Scotland- The second release of the Age of Discovery collection inspired by the history of the Great American Rivers transporting fine oak casks filled with American bourbon. A Glenfiddich first resulting in a refined balance of spicy sweetness and dried fruit. ",Glenfiddich,Scotland,NA,Scotch,Single Malt,No Reviews
748,Glenfiddich Fire & Cane,48.99,750ml,4.5, ,-1, Scotland- Fire & Cane is a first of its kind and has never been done before in whiskey. Marriage of peated and non-peated whiskies that have been finished in Latin rum casks. Result is a beautiful balance of smoke and sweet that is seductively rich and easy to drink. ,Glenfiddich,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    Fantastic everyday drink   ', 'review_cont': "" For those of you who are like me and just want a good scotch that you can drink regularly, this is the one you've been looking for.  I'm certainly no aficionado and can't tell you if this has a hint of apple pie on the palate or whatever. What I can tell you is that there is a distinct smokiness at first which turns into a caramelly sweetness.  With a couple ice cubes it's even better.  I highly recommend this scotch. "", 'review_scor': '5'}}"
749,Glenfiddich IPA Cask,57.99,750ml,4.3, ,-1," Speyside, Scotland- The first single malt scotch whisky finished in IPA craft beer casks. A bold and zesty IPA beer imbues the rich oak casks with extra hoppy notes. Results in zesty citrus notes and the subtle tang of fresh hops complimented by carefully hand selected malt whisky. ",Glenfiddich,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    Smooth   ', 'review_cont': ' I bought this for a friend.  He said he love it so much.  Very smooth.  But not so sure why the price are so high.  I went to southside liquor in Shakopee.  Their price only 49.99 per bottle. ', 'review_scor': '4'}}"
750,Glenfiddich Project XX,79.99,750ml,3.7, ,-1," Speyside, Scotland- Non-Chill Filtered, Project XX is a product of 20 casks selected for their taste profile and rarity to create a whisky unrivaled in flavor depth and complexity. A refined and balanced flavor with candyfloss sweetness and a rich vanilla oakiness. ",Glenfiddich,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    Very different, but kind of fun   ', 'review_cont': ' This is a tough one because it is very unique. The best way to describe it is that it tastes like a dark beer, and is malty.   If you want something different on your bar, Then this could be a fun one with friends to try to figure out. ', 'review_scor': '3'}}"
751,Glenfiddich Vintage 1973,6299.99,750ml,-1, Rich . Oak . Vanilla . Balanced ,-1," Speyside, Scotland- Cask No. 7585, a single barrel release selected from the finest stocks and exclusive to the United States market. This is a 44 year old American Oak Cask that was originally laid down in 1973 and bottled in June 2017. Bottled at cask strength. ",Glenfiddich,Scotland,Speyside,Scotch,Single Malt,No Reviews
752,Glenfiddich Winter Storm,259.99,750ml,5.0, Rich . Fruit . Oak . Sweet . Balanced ,-1," Speyside, Scotland- Limited Edition- an experimental series - 21 years maturation in Canadian ice wine casks that creates a unique layer of sweetness and depth. The oak adds a fresh lychee flavor with signature notes of candied sweets and oak. ",Glenfiddich,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    worth the wait   ', 'review_cont': ' Read about Winter Storm and this product lives up to reviews. The scotch has a slight hint of ice wine when first poured and then the taste develops as it sits on your tongue. Smooth and refreshing! ', 'review_scor': '5'}}"
753,Glenglassaugh Revival,48.99,750ml,3.0, ,96," Highland, Scotland- Revival is the first expression released from Glenglassaugh distillery for more than 20 years. Aged in a unique combination of ex-red wine, fresh bourbon, and rich sherry casks for sweet caramel, toffee, honey, and red berry notes with a soft spiced oak finish. ",Glenglassaugh,Scotland,Highland,Scotch,Single Malt,"{'review_1': {'review_desc': '    Awful!   ', 'review_cont': "" I bought this bottle based on online reviews.  It's (almost) undrinkable.  Brought it to a monthly scotch-tasting group and all agreed.  Terrible! "", 'review_scor': '1'}}"
754,Glenglassaugh Torfa,69.99,750ml,-1, ,92," Scotland- Peaty nature with a unique expression, and is quite different to the usual style of Highland whisky. ""Torfa"" refers to the Old Norse word peat, has a brooding, smoky character. Natural color and bottled at 100 pf. 3rd place at Int. Spirits Comp. in Best Peated Whisky Category ",Glenglassaugh,Scotland,Highland,Scotch,Single Malt,No Reviews
755,Glengoyne 10 Yr,49.99,750ml,5.0, Rich . Malt . Walnut . Balanced ,-1," Highlands, Scotland- From a distillery located right on the Highlands and the Lowlands border, this 10 Yr is dominated by the malt. The nose is full, refined and elegant and the palate light and fruity. Has an interesting finish, marked by some malty notes, and hints of walnut. ",Glengoyne,Scotland,Highland,Scotch,Single Malt,"{'review_1': {'review_desc': '    Great Highland Malt Whisky   ', 'review_cont': "" I first had this whisky at an upscale B&B in Portree on the Isle of Skye in Scotland. I thought it was excellent then, as well as now -- since I've bought a bottle at my local Total Wine.If you look at various reviews on this web site, as well as various other Whisky blogs, you get very polarized opinions of this whisky, which makes it hard to decide on whether to buy this $49 bottle.To me, this whisky has a moderate and even spicy approach / body / finish, with a light to medium body. I find that I finish the first dram with little effort, and then come back for a second -- as it is very easy to drink.If you like Highland 12 or Balvenie Double Wood and want to try something a little lighter and different, or if you like the spicy aspects of Dalmore 15 and want something a little lighter, then maybe give Glengoyne 10 a try. "", 'review_scor': '5'}}"
756,Glengoyne 12 Yr,44.99,750ml,4.0, ,-1," Highlands, Scotland - To the nose, coconut oil, honey, lemon zest, and dried oak. On the palate, toffee apples, cinnamon spice, ginger, orange, and shortbread. The finish is a hint of sherry and soft oak. ",Glengoyne,Scotland,Highland,Scotch,Single Malt,"{'review_1': {'review_desc': '    Ok Scotch.   ', 'review_cont': "" For me, this Scotch has a bit of a burn.  When I first tried Glengoyne, I had the 15 year.  That is an awesome Scotch!  The other 12 year old Scotches I've tried are, Dalmore, Macallan, Oban, and Macallan Double Cask.  Those 12 year olds are much better, in my opinion, than Glengoyne 12 year old. "", 'review_scor': '3'}}"
757,Glengoyne 15 Yr,69.99,750ml,5.0, ,-1," Highlands, Scotland - To the nose, hints of candied lemon and a touch of butterscotch. On the palate, oily, rich palate entry with notes of toffee popcorn, salted butter and hints of ground walnuts. Oaky, malty finish. ",Glengoyne,Scotland,Highland,Scotch,Single Malt,
758,Glengoyne 18 Yr,139.99,750ml,5.0, ,-1," Highlands, Scotland - To the nose, hints of soft spice and dried peels. A little apricot, honey and vanilla. on the palate, creamy custard and dried peels. Allspice, manuka honey and hints of butterscothch. The finish is creamy caramel and malt. ",Glengoyne,Scotland,Highland,Scotch,Single Malt,"{'review_1': {'review_desc': '    Perfect!   ', 'review_cont': ' I was introduced to this recently while traveling around Scotland and I had the pleasure of visiting this distillery. Love it. I can honestly say they put quality far above producing quantity. Excellent. ', 'review_scor': '5'}}"
759,Glengoyne 21 Yr,189.99,750ml,5.0, ,-1," Highlands, Scotland - To the nose, oak, barley, and red fruits. On the palate, barley and oak, possibly erring on the side too much oak. Winter spice, and cider. The finish is oak and barley. ",Glengoyne,Scotland,Highland,Scotch,Single Malt,
760,Glengoyne 25 Year,649.99,750ml,-1, Intense . Spice . Toffee . Sherry . Complex ,-1," Highland, Scotland- Elegant spice, treacle toffee, rich sherry oak - with an endlessly complex finish. Matured exclusively in hand-selected sherry casks for a character-building quarter century. ",Glengoyne,Scotland,Highland,Scotch,Single Malt,No Reviews
761,Glengoyne 35 Yr,3999.99,750ml,-1, Rich . Apple . Almond . Leather . Long ,-1," Highlands, Scotland - The nose of apple pies, sponge cake, big wafts of caramel and chocolate. Spiced and crushed almonds. On the palate, cherry, honey and plenty of oak. Classic old leather notes and apple peels. The finish is brown sugar and rich oak - quite long. ",Glengoyne,Scotland,Highland,Scotch,Single Malt,No Reviews
762,Glengoyne Cask Strength,85.99,750ml,5.0, ,-1," Scotland- The taste of Scotland's slowest distillation, bottled as tradition insists: at cask strength and un-chillfiltered. Aromas of warm baked custard, peppered strawberries, and soft oak. Thick rosehip syrup on the palate develops into spicy, gooseberry dryness. Long finish. ",Glengoyne,Scotland,Highland,Scotch,Single Malt,
763,Glenkinchie 12 Yr,53.99,750ml,4.3, Light . Cinnamon . Spice . Mild ,-1," Lowlands, Scotland- Delicate and balanced with a large amount of sweetness. Scents and flavors of citrus zest and spices, like cinnamon and nutmeg make this an elegant and easy to sip Scotch. ",Glenkinchie,Scotland,Lowland,Scotch,Single Malt,"{'review_1': {'review_desc': '    Great   ', 'review_cont': ' Smooth, refined, classic Lowland style whiskey ', 'review_scor': '5'}}"
